those are checkers , DET VERB NOUN
you can turn it over and do a different one , PRON VERB VERB PRON PRT CONJ VERB DET ADJ NUM
it sounds like you are scratching your floor , PRON VERB ADP PRON VERB VERB DET NOUN
that is a very pretty umbrella , PRON VERB DET ADV ADJ NOUN
and you have_to put it around her head , CONJ PRON ADV VERB PRON ADP DET NOUN
it is hard , PRON VERB ADJ
lots_of different things , ADP ADJ NOUN
you have_to ask for it , PRON ADV VERB ADP PRON
i will see if i can make the shape , PRON VERB VERB ADP PRON VERB VERB DET NOUN
remember paul a dinosaur , VERB NOUN DET NOUN
not too fast , ADV ADV ADJ
you can keep the board , PRON VERB VERB DET NOUN
that is got a_lot_of writing on it though , PRON VERB VERB ADV VERB ADP PRON ADP
i put mine away over here , PRON VERB PRON ADV PRT ADV
just blow very hard , ADV VERB ADV ADJ
i had some like this , PRON VERB DET ADP DET
you can have this one , PRON VERB VERB DET NUM
you are the big brother dinosaur , PRON VERB DET ADJ NOUN NOUN
i did not , PRON VERB ADV
i did not know an umbrella had arms , PRON VERB ADV VERB DET NOUN VERB NOUN
i think you could blow it adam , PRON VERB PRON VERB NOUN PRON NOUN
i think perhaps it might do better on the floor , PRON VERB ADV PRON VERB VERB ADV ADP DET NOUN
diandra here is your book dear , NOUN ADV VERB DET NOUN ADJ
your letter the one you wrote , DET NOUN DET NUM PRON VERB
i did not know that an umbrella had arms , PRON VERB ADV VERB ADP DET NOUN VERB NOUN
see robin can read , VERB NOUN VERB VERB
i thought you drew one for me , PRON VERB PRON VERB NUM ADP PRON
paul has his , NOUN VERB DET
each time you move it it gets a different design , DET NOUN PRON VERB PRON PRON VERB DET ADJ NOUN
here they are , ADV PRON VERB
i think he means old+fashioned , PRON VERB PRON VERB VERB
just like you blew up the duck , ADV ADP PRON VERB PRT DET NOUN
do not forget the cover adam over under the chair , VERB ADV VERB DET NOUN NOUN ADP ADP DET NOUN
i want xxx , PRON VERB NOUN
she brought all the toys the other day , PRON VERB PRT DET NOUN DET ADJ NOUN
here is the wing , ADV VERB DET NOUN
that is hard , PRON VERB ADJ
there it is , ADV PRON VERB
paul that was a very nice story , NOUN PRON VERB DET ADV ADJ NOUN
is not that nice , VERB ADV ADP ADJ
here is a star , ADV VERB DET NOUN
it will take time it has_to grow , PRON VERB VERB NOUN PRON ADV VERB
you said to put up my umbrella , PRON VERB PRT VERB PRT DET NOUN
you are stuck , PRON VERB VERB
here adam here is the cap , ADV NOUN ADV VERB DET NOUN
i just do not know about rocky , PRON ADV VERB ADV VERB ADV ADJ
you could fold it , PRON VERB VERB PRON
it might do something surprising , PRON VERB VERB NOUN VERB
robin would you give him a few pieces of paper , NOUN VERB PRON VERB PRON DET ADJ NOUN ADP NOUN
it looks like an old+fashioned light bulb , PRON VERB ADP DET VERB ADJ NOUN
smoking a peace pipe , VERB DET NOUN NOUN
that is my umbrella , PRON VERB DET NOUN
that is nice , PRON VERB ADJ
adam says he is your father , NOUN VERB PRON VERB DET NOUN
you are going to give me a shot , PRON VERB VERB PRT VERB PRON DET NOUN
paul is still sleeping , NOUN VERB ADV VERB
he is making you an umbrella , PRON VERB VERB PRON DET NOUN
try to get the air down through the hole , VERB PRT VERB DET NOUN PRT ADP DET NOUN
you read a story to the class now , PRON VERB DET NOUN ADP DET NOUN ADV
in_case you want to carry it with you , VERB PRON VERB PRT VERB PRON ADP PRON
you blow and let me go get paul and diandra , PRON VERB CONJ VERB PRON VERB VERB NOUN CONJ NOUN
look in the mirror adam , VERB ADP DET NOUN NOUN
that is my umbrella , PRON VERB DET NOUN
it is too tight , PRON VERB ADV ADJ
adam says it is mine , NOUN VERB PRON VERB PRON
it is mine , PRON VERB PRON
i am going upstairs and check on paul , PRON VERB VERB ADV CONJ VERB ADP NOUN
it is a little bit too big , PRON VERB DET ADJ NOUN ADV ADJ
it is mine , PRON VERB PRON
that was very close , PRON VERB ADV ADJ
now it looks like a street light , ADV PRON VERB ADP DET NOUN NOUN
it is mine , PRON VERB PRON
make it a tiny bit smaller , VERB PRON DET ADJ NOUN ADJ
i had it first , PRON VERB PRON ADV
you did not put the top back on the yellow , PRON VERB ADV VERB DET NOUN ADV ADP DET ADJ
you almost did , PRON ADV VERB
robin told you , NOUN VERB PRON
you can pour things through here into a small bottle , PRON VERB DET NOUN ADP ADV ADP DET ADJ NOUN
a bean bean , DET ADJ NOUN
you just put it on there , PRON ADV VERB PRON ADP PRT
maybe you could hang it on the line , ADV PRON VERB VERB PRON ADP DET NOUN
you boys stop chasing each_other , PRON VERB VERB VERB ADV
it looks like he is heading for the chair leg , PRON VERB ADP PRON VERB VERB ADP DET NOUN NOUN
let us make it a tiny bit smaller , VERB PRON VERB PRON DET ADJ NOUN ADJ
bigger than this room , ADJ ADP DET NOUN
that is not good for you , PRON VERB ADV ADJ ADP PRON
you hold this down , PRON VERB DET PRT
take a test , VERB DET NOUN
i know you wo not , PRON VERB PRON VERB ADV
these are tea cakes , DET VERB NOUN NOUN
and you saw some toys of his , CONJ PRON VERB DET NOUN ADP DET
there is some over there on the floor , PRT VERB DET PRT ADV ADP DET NOUN
i am going to take a little air out_of mine , PRON VERB VERB PRT VERB DET ADJ NOUN ADP PRON
you saw his tricycle , PRON VERB DET NOUN
i will give him mine , PRON VERB VERB PRON PRON
do not make him cry , VERB ADV VERB PRON VERB
it looks like a big flower , PRON VERB ADP DET ADJ NOUN
adam going to make you an umbrella , NOUN VERB PRT VERB PRON DET NOUN
i do not think you had like for rinny to bite you , PRON VERB ADV VERB PRON VERB ADP ADP NOUN PRT VERB PRON
there is more tape , PRT VERB ADJ NOUN
that is not a real tea cake , PRON VERB ADV DET ADJ NOUN NOUN
try it again , VERB PRON ADV
because you gave me a hint , ADP PRON VERB PRON DET NOUN
use your finger , VERB DET NOUN
i think you could , PRON VERB PRON VERB
here see if this fits your other finger , ADV VERB ADP DET VERB DET ADJ NOUN
there were three , PRT VERB NUM
it is easier the second time , PRON VERB ADJ DET ADJ NOUN
not too fast , ADV ADV ADJ
keep your mouth tight around the pipe , VERB DET NOUN NOUN ADP DET NOUN
wait here adam i will get some for you dear , VERB ADV NOUN PRON VERB VERB DET ADP PRON VERB
you need to go slower with it , PRON VERB PRT VERB ADJ ADP PRON
i am not used to sitting on the floor , PRON VERB ADV VERB PRT VERB ADP DET NOUN
that is a good idea , PRON VERB DET ADJ NOUN
this long stem , DET ADJ NOUN
adam almost has your umbrella ready diandra , NOUN ADV VERB DET NOUN ADJ NOUN
if you say so , ADP PRON VERB ADV
and we have three children and two bikes , CONJ PRON VERB NUM NOUN CONJ NUM NOUN
maybe one day , ADV NUM NOUN
the driver sometimes is called the pilot , DET NOUN ADV VERB VERB DET NOUN
one of the beatles , NUM ADP DET NOUN
you have a brother , PRON VERB DET NOUN
it is plastic , PRON VERB ADJ
that is his piece of paper and his pen , PRON VERB DET NOUN ADP NOUN CONJ DET NOUN
it is so hard , PRON VERB ADV ADJ
i can not see them , PRON VERB ADV VERB PRON
david is eleven now , NOUN VERB NUM ADV
i think they get it inside of certain trees in south america , PRON VERB PRON VERB PRON ADV ADP ADJ NOUN ADP ADJ NOUN
i think so , PRON VERB ADV
i do not know , PRON VERB ADV VERB
do not forget the top , VERB ADV VERB DET NOUN
let us try it , VERB PRON VERB PRON
she lives so far away , PRON VERB ADV ADV ADV
it is a surprise , PRON VERB DET NOUN
here is my pen , ADV VERB DET NOUN
this is my pen , DET VERB DET NOUN
to make tires and balloons and rubber bands , PRT VERB NOUN CONJ NOUN CONJ NOUN NOUN
fly on an airplane , ADV ADP DET NOUN
not too fast adam because it does not work , ADV ADV ADJ NOUN ADP PRON VERB ADV VERB
i see the scissors , PRON VERB DET NOUN
we see underdog , PRON VERB NOUN
you could play it with robin , PRON VERB VERB PRON ADP NOUN
it is behind the crayons , PRON VERB ADP DET NOUN
it has_to drip through the funnel , PRON VERB NOUN ADP DET NOUN
my car is broken , DET NOUN VERB VERB
i think so , PRON VERB ADV
i think that is enough for that bottle , PRON VERB PRON VERB ADV ADP DET NOUN
i think so , PRON VERB ADV
whatever you had like to play , DET PRON VERB ADP PRT VERB
i think that is the bottom of the pill box , PRON VERB PRON VERB DET NOUN ADP DET NOUN NOUN
here is the red , ADV VERB DET ADJ
my car does not work anymore , DET NOUN VERB ADV VERB ADV
i will blast it off for you , PRON VERB NOUN PRON PRT ADP PRON
i certainly do , PRON ADV VERB
because it is a pen that is writing , ADP PRON VERB DET NOUN PRON VERB VERB
you just made that up , PRON ADV VERB ADP PRT
it wo not start at all , PRON VERB ADV VERB ADP PRT
the thing inside the tire is a compass , DET NOUN ADP DET NOUN VERB DET NOUN
i think so , PRON VERB ADV
is that the baby fish , VERB ADP DET NOUN NOUN
diandra has the tape , NOUN VERB DET NOUN
that is a horse , PRON VERB DET NOUN
those are made out_of metal , DET VERB VERB ADJ NOUN
that would be pretty , PRON VERB VERB ADV
the lowest sound , DET ADJ NOUN
all the other ones should be higher than that , PRT DET ADJ NOUN VERB VERB ADJ ADP DET
if you know someone in italy , ADP PRON VERB NOUN ADP NOUN
come on paul , VERB ADP NOUN
hold the funnel up , VERB DET NOUN PRT
i could make one for every finger if you want , PRON VERB VERB NUM ADP DET NOUN ADP PRON VERB
xxx are made out_of wood , NOUN VERB VERB ADJ NOUN
put it on , VERB PRON ADP
i have never seen him , PRON VERB ADV VERB PRON
he certainly is a sleepy little boy , PRON ADV VERB DET ADJ ADJ NOUN
metal comes from under the ground , NOUN VERB ADP ADP DET NOUN
under the ground , ADP DET NOUN
here we are at camp , ADV PRON VERB ADP NOUN
if you have a quarter you can change it into two dimes , ADP PRON VERB DET NOUN PRON VERB VERB PRON ADP NUM NOUN
just a minute , ADV DET NOUN
you have_to pin it on , PRON VERB NOUN PRON ADP
tomorrow would be fine , NOUN VERB VERB ADJ
i guess i made it too small , PRON VERB PRON VERB PRON ADV ADJ
i might not be able to get here that early , PRON VERB ADV VERB ADJ PRT VERB ADV ADP ADJ
you find shells in the bottom of the sea , PRON VERB NOUN ADP DET NOUN ADP DET NOUN
there are some holes , PRT VERB DET NOUN
that is very nice adam , PRON VERB ADV ADJ NOUN
for the sound , ADP DET NOUN
i had it first , PRON VERB PRON ADV
that is a beautiful bow , PRON VERB DET ADJ NOUN
they draw on it , PRON VERB ADP PRON
maybe the hole is for the sound to come out , ADV DET NOUN VERB ADP DET NOUN PRT VERB PRT
look at those colors , VERB ADP DET NOUN
close the door , ADV DET NOUN
here is your bow , ADV VERB DET NOUN
paint on it , VERB ADP PRON
that is five cents , PRON VERB NUM NOUN
i am going to put this away , PRON VERB VERB PRT VERB DET ADV
i thought you said you could read it , PRON VERB PRON VERB PRON VERB VERB PRON
i do not know , PRON VERB ADV VERB
those are not cigarettes , DET VERB ADV VERB
you are cutting out to send to italy , PRON VERB VERB PRT PRT VERB ADP NOUN
and i used to come and visit you , CONJ PRON VERB PRT VERB CONJ VERB PRON
you could wear a suit to cover you all up , PRON VERB VERB DET NOUN PRT VERB PRON PRT PRT
i do not know , PRON VERB ADV VERB
i brought you that from switzerland , PRON VERB PRON ADP ADP NOUN
adam move move adam , NOUN VERB VERB NOUN
they are just driving along , PRON VERB ADV VERB ADV
move from xxx , VERB ADP NOUN
i think she heard someone coming in the door , PRON VERB PRON VERB NOUN VERB ADP DET NOUN
to go under the water , PRT VERB ADP DET NOUN
you can open it this way , PRON VERB VERB PRON DET NOUN
maybe we could do it on the table , ADV PRON VERB VERB PRON ADP DET NOUN
that is spray , PRON VERB NOUN
you told me about one last time , PRON VERB PRON ADV NUM ADJ NOUN
turn it around , VERB PRON ADV
i saw a movie about it , PRON VERB DET NOUN ADP PRON
i do not think she thought it was a tiger , PRON VERB ADV VERB PRON VERB PRON VERB DET NOUN
take out one piece at a time , VERB PRT NUM NOUN ADP DET NOUN
pick the chair up , VERB DET NOUN PRT
they did not have enough air , PRON VERB ADV VERB ADJ NOUN
that is a very funny thing , PRON VERB DET ADV ADJ NOUN
so you can get a turtle in the middle , ADP PRON VERB VERB DET NOUN ADP DET ADJ
you could hang it from the ceiling , PRON VERB VERB PRON ADP DET NOUN
if i am peter you are joe , ADP PRON VERB NOUN PRON VERB NOUN
that is all , PRON VERB PRT
pick it up paul smith , VERB PRON PRT NOUN NOUN
pick it up , VERB PRON PRT
that is gon na be nice , PRON VERB NOUN NOUN VERB ADJ
now you can change it , ADV PRON VERB VERB PRON
that is robin , PRON VERB NOUN
they went down and explored the bottom , PRON VERB PRT CONJ VERB DET NOUN
it is full , PRON VERB ADJ
there it is , ADV PRON VERB
put your fingers there , VERB DET NOUN PRT
i certainly do not , PRON ADV VERB ADV
we have just been to camp , PRON VERB ADV VERB ADP NOUN
that is a bicycle , PRON VERB DET NOUN
i could show you some pictures of that movie , PRON VERB VERB PRON DET NOUN ADP DET NOUN
we had a nice time , PRON VERB DET ADJ NOUN
it has_to be in this room though , PRON ADV VERB ADP DET NOUN ADP
you made my umbrella , PRON VERB DET NOUN
hope you have a nice time , VERB PRON VERB DET ADJ NOUN
she probably was going to use it for something , PRON ADV VERB VERB PRT VERB PRON ADP NOUN
that is a very long one , PRON VERB DET ADV ADJ NUM
a big truck , DET ADJ NOUN
try it like that , VERB PRON ADP DET
he had one of those , PRON VERB NUM ADP DET
that makes it wavy , PRON VERB PRON ADJ
and then i gave them back to you , CONJ ADV PRON VERB PRON ADV ADP PRON
sounds like a motor+scooter to me , VERB ADP DET NOUN ADP PRON
goldilocks xxx in the big papers , NOUN NOUN ADP DET ADJ NOUN
it makes it wavy like on the ocean , PRON VERB PRON VERB ADP ADP DET NOUN
i do not think so , PRON VERB ADV VERB ADV
i like this one , PRON ADP DET NUM
i would care , PRON VERB NOUN
i will give them back now adam , PRON VERB VERB PRON ADV ADV NOUN
you can straighten it out , PRON VERB VERB PRON PRT
robin give diandra his balloon , NOUN VERB NOUN DET NOUN
you can roll it again , PRON VERB VERB PRON ADV
is not that nice , VERB ADV ADP ADJ
i have not seen her since she was a puppy , PRON VERB ADV VERB PRON ADP PRON VERB DET ADJ
i would not mind if a monkey wakes me up , PRON VERB ADV NOUN ADP DET NOUN VERB PRON PRT
that is a nice place , PRON VERB DET ADJ NOUN
i could draw around it , PRON VERB VERB ADP PRON
that is nice of you , PRON VERB ADJ ADP PRON
and you could cut on the line , CONJ PRON VERB VERB ADP DET NOUN
you do not want to lose the tops , PRON VERB ADV VERB PRT VERB DET NOUN
they are all covered in suits , PRON VERB PRT VERB ADP NOUN
that is good , PRON VERB ADJ
you do not want to ride on the train , PRON VERB ADV VERB PRT VERB ADP DET NOUN
that is not a box , PRON VERB ADV DET NOUN
it is pretty good , PRON VERB ADV ADJ
that is your dot maker , PRON VERB DET NOUN NOUN
it is supposed to be a case , PRON VERB VERB PRT VERB DET NOUN
i did not know you had scissors fingers , PRON VERB ADV VERB PRON VERB NOUN NOUN
that is pretty , PRON VERB ADV
you can make a man with his arms and legs and everything , PRON VERB VERB DET NOUN ADP DET NOUN CONJ NOUN CONJ NOUN
there is one more piece here , PRT VERB NUM ADJ NOUN ADV
i will take them off , PRON VERB VERB PRON PRT
i have_to park my car first , PRON VERB NOUN DET NOUN ADV
i think you missed the bottle , PRON VERB PRON VERB DET NOUN
let us see , VERB PRON VERB
try them all , VERB PRON PRT
push it down , VERB PRON PRT
we can make some flowers , PRON VERB VERB DET NOUN
here is another piece , ADV VERB DET NOUN
i do not know , PRON VERB ADV VERB
i do not think so , PRON VERB ADV VERB ADV
i bet you are sitting on it , PRON VERB PRON VERB VERB ADP PRON
that is not slow , PRON VERB ADV ADJ
then maybe each person would have_to take care of himself , ADV ADV DET NOUN VERB NOUN VERB NOUN ADP PRON
you are making him all wet , PRON VERB VERB PRON PRT VERB
s d o s , X X X X
i just made this one up , PRON ADV VERB DET NOUN PRT
do not go in the bath+room dear if somebody in it , VERB ADV VERB ADP DET NOUN VERB ADP NOUN ADP PRON
that is robin favorite color too , PRON VERB NOUN ADJ NOUN ADV
i think so , PRON VERB ADV
i am sorry , PRON VERB ADJ
here is a color , ADV VERB DET NOUN
i did not mean to take that , PRON VERB ADV VERB PRT VERB PRON
that looks pretty adam , PRON VERB ADJ NOUN
thank_you for the chocolate hair , PRON ADP DET NOUN NOUN
you said it was chocolate spray , PRON VERB PRON VERB ADJ NOUN
i am not ready , PRON VERB ADV ADJ
do not take his things adam , VERB ADV VERB DET NOUN NOUN
that is a building block to the house , PRON VERB DET NOUN NOUN ADP DET NOUN
here you are adam , ADV PRON VERB NOUN
here adam has that bottle , ADV NOUN VERB DET NOUN
i think something will happen , PRON VERB NOUN VERB VERB
draw a dog on the merry+go+round , VERB DET NOUN ADP DET NOUN
that can go wherever you want , PRON VERB VERB ADV PRON VERB
i think something will happen , PRON VERB NOUN VERB VERB
it would be a lot easier if you were both named joe , PRON VERB VERB DET NOUN ADJ ADP PRON VERB DET VERB NOUN
