those are checkers , DET AUX NOUN
if I am Peter you are Joe , SCONJ PRON VERB PROPN PRON AUX PROPN
that is all , DET AUX DET
pick it up Paul Smith , VERB PRON ADP PROPN PROPN
pick it up , VERB PRON ADP
that is gonna be nice , DET AUX VERB PART VERB ADJ
now you can change it , ADV PRON AUX VERB PRON
that is Robin , DET AUX PROPN
they went down and explored the bottom , PRON VERB ADP CCONJ VERB DET NOUN
it is full , PRON AUX ADJ
there it is , ADV PRON AUX
put your fingers there , VERB PRON NOUN ADV
I certainly do not , PRON ADV VERB PART
we have just been to camp , PRON AUX ADV VERB ADP NOUN
that is a bicycle , DET AUX DET NOUN
I could show you some pictures of that movie , PRON AUX VERB PRON DET NOUN ADP DET NOUN
we had a nice time , PRON VERB DET ADJ NOUN
it has_to be in this room though , PRON AUX VERB ADP DET NOUN SCONJ
you made my umbrella , PRON VERB PRON NOUN
hope you have a nice time , VERB PRON VERB DET ADJ NOUN
she probably was going to use it for something , PRON ADV AUX VERB PART VERB PRON ADP PRON
that is a very long one , DET AUX DET ADV ADJ NUM
a big truck , DET ADJ NOUN
try it like that , VERB PRON ADP DET
he had one of those , PRON VERB NUM ADP DET
that makes it wavy , DET VERB PRON ADJ
and then I gave them back to you , CCONJ ADV PRON VERB PRON ADV ADP PRON
sounds like a motor+scooter to me , VERB ADP DET PROPN ADP PRON
Goldilocks xxx in the big papers , NOUN NOUN ADP DET ADJ NOUN
it makes it wavy like on the ocean , PRON VERB PRON ADJ INTJ ADP DET NOUN
I do not think so , PRON AUX PART VERB ADV
I like this one , PRON VERB DET NOUN
I would care , PRON AUX VERB
I will give them back now Adam , PRON AUX VERB PRON ADV ADV PROPN
you can straighten it out , PRON AUX VERB PRON ADP
Robin give Diandra his balloon , PROPN VERB PROPN PRON NOUN
you can roll it again , PRON AUX VERB PRON ADV
is not that nice , AUX PART ADV ADJ
I have not seen her since she was a puppy , PRON AUX PART VERB PRON SCONJ PRON VERB DET NOUN
I would not mind if a monkey wakes me up , PRON AUX PART VERB SCONJ DET NOUN VERB PRON ADP
that is a nice place , DET AUX DET ADJ NOUN
I could draw around it , PRON AUX VERB ADP PRON
that is nice of you , DET AUX ADJ ADP PRON
and you could cut on the line , CCONJ PRON AUX VERB ADP DET NOUN
you do not want to lose the tops , PRON AUX PART VERB PART VERB DET NOUN
they are all covered in suits , PRON AUX ADV VERB ADP NOUN
that is good , DET AUX ADJ
you do not want to ride on the train , PRON AUX PART VERB PART VERB ADP DET NOUN
that is not a box , DET AUX PART DET NOUN
it is pretty good , PRON AUX ADV ADJ
that is your dot maker , DET AUX PRON NOUN NOUN
it is supposed to be a case , PRON AUX VERB PART VERB DET NOUN
I did not know you had scissors fingers , PRON AUX PART VERB PRON VERB NOUN NOUN
that is pretty , DET AUX ADV
you can make a man with his arms and legs and everything , PRON AUX VERB DET NOUN ADP PRON NOUN CCONJ NOUN CCONJ PRON
there is one more piece here , PRON AUX NUM ADJ NOUN ADV
I will take them off , PRON AUX VERB PRON ADP
I have_to park my car first , PRON PROPN VERB PRON NOUN ADV
I think you missed the bottle , PRON VERB PRON VERB DET NOUN
let us see , VERB PRON VERB
try them all , VERB PRON DET
push it down , VERB PRON ADP
we can make some flowers , PRON AUX VERB DET NOUN
here is another piece , ADV AUX DET NOUN
I do not know , PRON AUX PART VERB
I do not think so , PRON AUX PART VERB ADV
I bet you are sitting on it , PRON VERB PRON AUX VERB ADP PRON
that is not slow , DET AUX PART ADJ
then maybe each person would have_to take care of himself , ADV ADV DET NOUN AUX PROPN VERB NOUN ADP PRON
you are making him all wet , PRON AUX VERB PRON DET ADJ
s d o s , VERB NOUN X NOUN
I just made this one up , PRON ADV VERB DET NOUN ADV
do not go in the bath+room dear if somebody in it , AUX PART VERB ADP DET PROPN NOUN SCONJ PRON ADP PRON
that is Robin favorite color too , DET AUX PROPN ADJ NOUN ADV
I think so , PRON VERB ADV
I am sorry , PRON AUX ADJ
here is a color , ADV AUX DET NOUN
I did not mean to take that , PRON AUX PART VERB PART VERB DET
that looks pretty Adam , DET VERB ADJ PROPN
thank_you for the chocolate hair , PRON ADP DET NOUN NOUN
you said it was chocolate spray , PRON VERB PRON AUX NOUN NOUN
I am not ready , PRON AUX PART ADJ
do not take his things Adam , AUX PART VERB PRON NOUN PROPN
that is a building block to the house , DET AUX DET NOUN NOUN ADP DET NOUN
here you are Adam , ADV PRON AUX PROPN
here Adam has that bottle , ADV PROPN VERB DET NOUN
I think something will happen , PRON VERB PRON AUX VERB
draw a dog on the merry+go+round , VERB DET NOUN ADP DET PROPN
that can go wherever you want , DET AUX VERB ADV PRON VERB
I think something will happen , PRON VERB PRON AUX VERB
it would be a lot easier if you were both named Joe , PRON AUX VERB DET NOUN ADJ SCONJ PRON AUX DET VERB PROPN
something like gloves , PRON ADP NOUN
you are going too fast , PRON AUX VERB ADV ADJ
that is enough thank_you , DET AUX ADJ PRON
go get the other piece , VERB VERB DET ADJ NOUN
this is the first time he is tried this naming , DET AUX DET ADJ NOUN PRON AUX VERB DET NOUN
Paul and Diandra stop it , PROPN CCONJ PROPN VERB PRON
you can keep those , PRON AUX VERB DET
let us make it all flat first , VERB PRON VERB PRON DET ADJ ADV
that is enough both of you , DET AUX ADJ DET ADP PRON
we are at the farm now , PRON AUX ADP DET NOUN ADV
Adam will give it to you , PROPN AUX VERB PRON ADP PRON
now fold it up , ADV VERB PRON ADP
they are cotton balls , PRON AUX NOUN NOUN
it is a funny flower , PRON AUX DET ADJ NOUN
they are already here , PRON AUX ADV ADV
I do not think it will close if you put too many , PRON AUX PART VERB PRON AUX VERB SCONJ PRON VERB ADV ADJ
for cleaning things , ADP VERB NOUN
do it on the newspaper , VERB PRON ADP DET NOUN
I put that in there to rinse the bowl , PRON VERB DET ADP ADV PART VERB DET NOUN
I will have_to make a square first , PRON AUX PROPN VERB DET ADJ ADJ
they are up there by my purse , PRON AUX ADV ADV ADP PRON NOUN
here is another one , ADV AUX DET NOUN
I do not think you need any more honey , PRON AUX PART VERB PRON VERB DET ADJ NOUN
press it straight down on the stamp pad , VERB PRON ADV ADV ADP DET NOUN NOUN
good for you for putting all the tops on Adam , ADJ ADP PRON ADP VERB DET DET NOUN ADP PROPN
some greenery some grass some shrubs , DET NOUN DET NOUN DET NOUN
it says six five four two zero seven , PRON VERB NUM NUM NUM NUM NUM NUM
I could make a bird , PRON AUX VERB DET NOUN
my you are hungry , PRON PRON AUX ADJ
it says the same , PRON VERB DET ADJ
I might just save mine , PRON AUX ADV VERB PRON
she is upstairs talking to somebody , PRON AUX ADV VERB ADP PRON
you can change the numbers , PRON AUX VERB DET NOUN
must be a gun , AUX VERB DET NOUN
you must have lost it , PRON AUX AUX VERB PRON
I am not hungry just now , PRON AUX PART ADJ ADV ADV
six five four one nine seven , NUM NUM NUM NUM NUM NUM
I think we wo not open that yet , PRON VERB PRON AUX PART VERB DET ADV
just one more , ADV NUM ADJ
that was a sneeze , DET AUX DET NOUN
maybe next time , ADV ADJ NOUN
then we have_to make a sprinkling can , ADV PRON PROPN VERB DET NOUN AUX
six five four three eight , NUM NUM NUM NUM NUM
stop stop I want to get off , VERB VERB PRON VERB PART VERB ADP
you are tearing up too much , PRON AUX VERB ADP ADV ADJ
now do the way I sneeze , ADV VERB DET NOUN PRON VERB
six five four three eight , NUM NUM NUM NUM NUM
keep your fingers off , VERB PRON NOUN ADP
that would not be nice to do , DET AUX PART VERB ADJ PART VERB
I have_to finish folding it first , PRON PROPN VERB VERB PRON ADV
it is supposed to be a bird not a tent , PRON AUX VERB PART VERB DET NOUN PART DET NOUN
you are making a mess there , PRON AUX VERB DET NOUN ADV
that is another pill box , DET AUX DET NOUN NOUN
seven five four two zero seven , NUM NUM NUM NUM NUM NUM
it is still under your knee , PRON AUX ADV ADP PRON NOUN
you fold it to be a wing , PRON VERB PRON PART VERB DET NOUN
here is one , ADV AUX NUM
it is a little tiny pill , PRON AUX DET ADJ ADJ NOUN
from all of those on the bottom , ADP DET ADP DET ADP DET NOUN
is that a test , AUX DET DET NOUN
you are just tearing up too much paper , PRON AUX ADV VERB ADP ADV ADJ NOUN
that is not a test , DET AUX PART DET NOUN
it will come off , PRON AUX VERB ADP
you can wash it off , PRON AUX VERB PRON ADP
you can take that out to play with , PRON AUX VERB DET ADP PART VERB ADP
you can surprise your Mother , PRON AUX VERB PRON NOUN
we will do it next time , PRON AUX VERB PRON ADJ NOUN
look at that , VERB ADP DET
it is like a rainbow , PRON AUX ADP DET NOUN
there is your bird , PRON AUX PRON NOUN
you can keep it , PRON AUX VERB PRON
all lined up and ready to go , DET VERB ADP CCONJ ADJ PART VERB
wait a minute , VERB DET NOUN
open it up and take half , VERB PRON ADP CCONJ VERB NOUN
I have_to put this on you , PRON PROPN VERB DET ADP PRON
that was for you , DET AUX ADP PRON
it is a pill box , PRON AUX DET NOUN NOUN
let us try , VERB PRON VERB
open it up and see , VERB PRON ADP CCONJ VERB
those are birds , DET AUX NOUN
I do not think so , PRON AUX PART VERB ADV
you really think so , PRON ADV VERB ADV
here is your watch , ADV AUX PRON NOUN
you want to look at the little book , PRON VERB PART VERB ADP DET ADJ NOUN
now it can not pinch you , ADV PRON AUX PART VERB PRON
I will just enjoy yours , PRON AUX ADV VERB PRON
perhaps there is some more of it some place , ADV PRON AUX DET ADJ ADP PRON DET NOUN
that is all I have got , DET AUX DET PRON AUX VERB
I did not even feel it , PRON AUX PART ADV VERB PRON
I bet you know , PRON VERB PRON VERB
see they are cave men , VERB PRON AUX NOUN NOUN
I am going to keep mine on , PRON AUX VERB PART VERB PRON ADP
that is nice colors that you have there , DET AUX ADJ NOUN DET PRON VERB PRON
and they have got animal skins on for clothes , CCONJ PRON AUX VERB NOUN NOUN ADP ADP NOUN
I am glad you do , PRON AUX ADJ PRON VERB
that is good , DET AUX ADJ
I do not think you have the barn quite finished yet , PRON AUX PART VERB PRON VERB DET NOUN ADV VERB ADV
that is it , DET AUX PRON
maybe it needs to be a little longer for you , ADV PRON VERB PART VERB DET ADJ ADV ADP PRON
he is a man , PRON AUX DET NOUN
it comes off , PRON VERB ADP
you look very elegant , PRON VERB ADV ADJ
sometimes they kill animals for their skins for clothing , ADV PRON VERB NOUN ADP PRON NOUN ADP NOUN
I know you are , PRON VERB PRON AUX
you fold on the dotted lines , PRON VERB ADP DET ADJ NOUN
and it lights up , CCONJ PRON VERB ADP
and maybe they chop down trees , CCONJ ADV PRON VERB ADP NOUN
get off I am at the farm , VERB ADP PRON AUX ADP DET NOUN
let us put them away , VERB PRON VERB PRON ADV
you did not quite finish taking it out , PRON AUX PART ADV VERB VERB PRON ADP
the things you need that the doctor uses , DET NOUN PRON VERB SCONJ DET NOUN VERB
I am going to keep my ring on too , PRON AUX VERB PART VERB PRON NOUN ADP ADV
it is called a pterodactyl , PRON AUX VERB DET NOUN
let me see if it needs cleaning , VERB PRON VERB SCONJ PRON VERB VERB
I do not think you put the medicine in there , PRON AUX PART VERB PRON VERB DET NOUN ADP ADV
it is like a big flying dinosaur , PRON AUX ADP DET ADJ VERB NOUN
I will drive one of those cars , PRON AUX VERB NUM ADP DET NOUN
that they have at the carnival that you get in and drive , SCONJ PRON VERB ADP DET NOUN DET PRON VERB ADP CCONJ VERB
that is a long one Adam , DET AUX DET ADJ NUM PROPN
you have_to start here , PRON PROPN VERB ADV
I do not think so , PRON AUX PART VERB ADV
two six two , NUM NUM NUM
long fishing rod , ADJ NOUN NOUN
I think so , PRON VERB ADV
let me try , VERB PRON VERB
one three seven eight , NUM NUM NUM NUM
I like to ride on the boat , PRON VERB PART VERB ADP DET NOUN
I do not know , PRON AUX PART VERB
that is for taking medicine , DET AUX ADP VERB NOUN
this is a key , DET AUX DET NOUN
it gets into lots_of trouble , PRON VERB ADP NOUN NOUN
he is taking a rash off my hand , PRON AUX VERB DET NOUN ADP PRON NOUN
I do too , PRON VERB ADV
I guess this is going to fit here , PRON VERB DET AUX VERB PART VERB ADV
we are going to need some crackers and a bowl , PRON AUX VERB PART VERB DET NOUN CCONJ DET NOUN
I got seeds in mine , PRON VERB NOUN ADP PRON
a small bowl , DET ADJ NOUN
the kitty home sleeping , DET NOUN ADV VERB
she is waiting for everyone to come home Adam , PRON AUX VERB ADP PRON PART VERB ADV PROPN
I think maybe some little boy I know put it in , PRON VERB ADV DET ADJ NOUN PRON VERB VERB PRON ADP
I give up , PRON VERB ADP
let us put the crackers on here and the bowl goes here , VERB PRON VERB DET NOUN ADP ADV CCONJ DET NOUN VERB ADV
is not that pretty , AUX PART ADV ADV
she goes to sleep all day while we are not there , PRON VERB ADP NOUN DET NOUN SCONJ PRON VERB PART ADV
I thought we could make something for your doggie to eat , PRON VERB PRON AUX VERB PRON ADP PRON NOUN PART VERB
is not it nice , AUX PART PRON ADJ
we just have part of it , PRON ADV VERB NOUN ADP PRON
I do not like myself very much , PRON AUX PART VERB PRON ADV ADV
perhaps Robin started putting it together and did not finish , ADV PROPN VERB VERB PRON ADV CCONJ AUX PART VERB
it is a grinder , PRON AUX DET NOUN
you have a part missing , PRON VERB DET NOUN VERB
so we can hear better , ADV PRON AUX VERB ADJ
it grinds them up , PRON VERB PRON ADP
could be Robin , AUX VERB PROPN
there is a part that goes in_between the top and the bottom , PRON AUX DET NOUN DET VERB VERB DET NOUN CCONJ DET NOUN
you can watch it come out here , PRON AUX VERB PRON VERB ADP ADV
he just opens up a package of Jello , PRON ADV VERB ADP DET NOUN ADP PROPN
I thought there were two back there , PRON VERB PRON AUX NUM ADV ADV
you could put them back through again , PRON AUX VERB PRON ADV ADP ADV
it is a toy clock , PRON AUX DET NOUN NOUN
Mr come on Adam , NOUN VERB ADP PROPN
a frank and a banana , DET ADJ CCONJ DET NOUN
I am trying to fix it , PRON AUX VERB PART VERB PRON
write a story for us , VERB DET NOUN ADP PRON
here is one banana , ADV AUX NUM NOUN
now you will have enough , ADV PRON AUX VERB ADJ
I think we need a little bit of Scotch tape , PRON VERB PRON VERB DET ADJ NOUN ADP PROPN NOUN
here are two franks , ADV AUX NUM NOUN
it comes out like a waterfall , PRON VERB ADP ADP DET NOUN
I do not think so , PRON AUX PART VERB ADV
I think maybe that is the last time , PRON VERB ADV DET AUX DET ADJ NOUN
Adam do not sit on that , PROPN AUX PART VERB ADP DET
it is an owl , PRON AUX DET NOUN
it is not , PRON AUX PART
he has big wings , PRON VERB ADJ NOUN
you have_to give him some nice strong legs to stand on , PRON PROPN VERB PRON DET ADJ ADJ NOUN PART VERB ADP
that is true , DET AUX ADJ
she will be surprised , PRON AUX VERB ADJ
watch your fingers , VERB PRON NOUN
the car that I have now , DET NOUN DET PRON VERB ADV
let us see you fly , VERB PRON VERB PRON VERB
I think that is marvelous , PRON VERB DET AUX ADJ
I have never seen your name written like that , PRON AUX ADV VERB PRON NOUN VERB ADP DET
it means I think it is very very very nice , PRON VERB PRON VERB PRON AUX ADV ADV ADV ADJ
I can fly , PRON AUX VERB
you have_to get out over there , PRON NOUN VERB ADP ADV ADV
I only see your name one time , PRON ADV VERB PRON NOUN NUM NOUN
all the other times your name is all wrong , DET DET ADJ NOUN PRON NOUN AUX ADV ADJ
sure and sheep too , ADJ CCONJ NOUN ADV
Adam put your paper on the newspaper , PROPN VERB PRON NOUN ADP DET NOUN
just make a little ball , ADV VERB DET ADJ NOUN
I am getting all wet , PRON AUX VERB DET ADJ
I will make a handle for the basket , PRON AUX VERB DET NOUN ADP DET NOUN
just use one piece at a time , ADV VERB NUM NOUN ADP DET NOUN
and you did not tear it off properly , CCONJ PRON AUX PART VERB PRON ADP ADV
see you another day , VERB PRON DET NOUN
you stretch it , PRON VERB PRON
I think maybe that is enough , PRON VERB ADV DET AUX ADJ
you look like you are excited , PRON VERB ADP PRON VERB ADJ
they call it a film viewer or film editor , PRON VERB PRON DET NOUN NOUN CCONJ NOUN NOUN
I think it is a club a stick , PRON VERB PRON AUX DET NOUN DET NOUN
you can hardly wait , PRON AUX ADV VERB
then you will be here all by yourself , ADV PRON AUX VERB ADV ADV ADP PRON
they taste salty and delicious , PRON VERB ADJ CCONJ ADJ
I know you are , PRON VERB PRON AUX
because there is nobody behind , SCONJ PRON AUX PRON ADP
brush yourself off , VERB PRON ADP
Adam for that we need a tray , PROPN ADP DET PRON VERB DET NOUN
that not David , SCONJ PART PROPN
that means you can grind this up again , DET VERB PRON AUX VERB DET ADP ADV
that is the handle to turn the film , DET AUX DET NOUN PART VERB DET NOUN
that is a good idea , DET AUX DET ADJ NOUN
we will just pick it up with the paper , PRON AUX ADV VERB PRON ADP ADP DET NOUN
Adam Smith those are ducks , PROPN PROPN DET AUX NOUN
I am not sure it is wide enough , PRON AUX PART ADJ PRON AUX ADJ ADV
there we are , ADV PRON AUX
I did not have enough boxes , PRON AUX PART VERB ADJ NOUN
this one is a Popeye film , DET NOUN AUX DET NOUN NOUN
I do not know , PRON AUX PART VERB
it is a dollar sing , PRON AUX DET NOUN VERB
she is coming back , PRON AUX VERB ADV
ten cents five cents and one cent , NUM NOUN NUM NOUN CCONJ NUM NOUN
